"\"De vita beata\" / Sénèque ; texte latin, d'après l'édition de Koch, précédé d'une notice sur la vie de Sénèque, avec un résumé analytique de l'ouvrage, accompagné de notes... et suivi d'un appendice, par E. Maillet,...","Sénèque (0004 av. J.-C.-0065)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k5496839x","\"De vita beata\" / Sénèque ; texte latin, d'après l'édition de Koch, précédé d'une notice sur la vie de Sénèque, avec un résumé analytique de l'ouvrage, accompagné de notes... et suivi d'un appendice, par E. Maillet,... Sénèque (0004 av. J.-C.-0065) Gallica"
"\"Lorenzaccio\", mises en scène d'hier et d'aujourd'hui : [exposition, Avignon, Maison Jean Vilar, 1979] / Maison Jean Vilar ; [catalogue réd. par Monique Cornand et Melly Puaux] ; [introd. par Cécile Giteau]","Maison Jean Vilar (Avignon)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6533935g","\"Lorenzaccio\", mises en scène d'hier et d'aujourd'hui : [exposition, Avignon, Maison Jean Vilar, 1979] / Maison Jean Vilar ; [catalogue réd. par Monique Cornand et Melly Puaux] ; [introd. par Cécile Giteau] Maison Jean Vilar (Avignon) Gallica"
"Agamemnon : tragédie en 5 actes, imitée de Sénèque. (Paris, Théâtre-français, 22 juin 1868.) / par le Vte Henri de Bornier","Sénèque (0004 av. J.-C.-0065)Bornier, Henri de (1825-1901)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k5746609f","Agamemnon : tragédie en 5 actes, imitée de Sénèque. (Paris, Théâtre-français, 22 juin 1868.) / par le Vte Henri de Bornier Sénèque (0004 av. J.-C.-0065)Bornier, Henri de (1825-1901) Gallica"
"Ah quel conte!. Partie 6 / Conte politique, et astronomique. Premiere [-huitieme] partie","Crébillon, Claude-Prosper de (1707-1777)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k1073340k","Ah quel conte!. Partie 6 / Conte politique, et astronomique. Premiere [-huitieme] partie Crébillon, Claude-Prosper de (1707-1777) Gallica"
"Aide-mémoire de mécanique pratique : à l'usage des officiers d'artillerie et des ingénieurs civils et militaires... / par Arthur Morin,..","Morin, Arthur (1795-1880)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6545631p","Aide-mémoire de mécanique pratique : à l'usage des officiers d'artillerie et des ingénieurs civils et militaires... / par Arthur Morin,.. Morin, Arthur (1795-1880) Gallica"
"Aimé de son concierge / par Eugène Chavette","Chavette, Eugène (1827-1902)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6490970d","Aimé de son concierge / par Eugène Chavette Chavette, Eugène (1827-1902) Gallica"
"Aimée du Roi / par H. Ayraud-Degeorge et E. Vauquelin","Ayraud-Degeorge, HoraceVauquelin, Ernest","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k65589271","Aimée du Roi / par H. Ayraud-Degeorge et E. Vauquelin Ayraud-Degeorge, HoraceVauquelin, Ernest Gallica"
"Alberte / par Mlle Zénaïde Fleuriot","Fleuriot, Zénaïde (1829-1890)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6567022t","Alberte / par Mlle Zénaïde Fleuriot Fleuriot, Zénaïde (1829-1890) Gallica"
"Album contemporain, contenant les biographies sommaires de trois cents des principaux personnages de notre époque / par Justin Lallier,...","Lallier, Justin (1823-18..?)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k1040760z","Album contemporain, contenant les biographies sommaires de trois cents des principaux personnages de notre époque / par Justin Lallier,... Lallier, Justin (1823-18..?) Gallica"
"Album de Villard de Honnecourt, architecte du XIIIe siècle : manuscrit publié en fac-similé, annoté, précédé de considérations sur la renaissance de l'art français au XIXe siècle et suivi d'un glossaire / par J. B. A. Lassus,... ; ouvrage mis au jour, après la mort de M. Lassus et conformément à ses manuscrits par Alfred Darcel","Villard de Honnecourt","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6212475p","Album de Villard de Honnecourt, architecte du XIIIe siècle : manuscrit publié en fac-similé, annoté, précédé de considérations sur la renaissance de l'art français au XIXe siècle et suivi d'un glossaire / par J. B. A. Lassus,... ; ouvrage mis au jour, après la mort de M. Lassus et conformément à ses manuscrits par Alfred Darcel Villard de Honnecourt Gallica"
"Alfred de Vigny : étude / Anatole France ; eau-forte par G. Staal","France, Anatole (1844-1924)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k1057702z","Alfred de Vigny : étude / Anatole France ; eau-forte par G. Staal France, Anatole (1844-1924) Gallica"
"Aline et Valcour, ou Le roman philosophique, Écrit à la Bastille un an avant la Révolution de France. Orné de seize gravures. T. 2","Sade, Donatien Alphonse François de (1740-1814)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k1040614c","Aline et Valcour, ou Le roman philosophique, Écrit à la Bastille un an avant la Révolution de France. Orné de seize gravures. T. 2 Sade, Donatien Alphonse François de (1740-1814) Gallica"
"Aller et retour / par Mlle Julie Gouraud ; ouvrage illustré... par A. Ferdinandus","Gouraud, Julie (1809-1891)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6513560m","Aller et retour / par Mlle Julie Gouraud ; ouvrage illustré... par A. Ferdinandus Gouraud, Julie (1809-1891) Gallica"
"Aloys, ou Le religieux du mont Saint-Bernard","Custine, Astolphe de (1790-1857)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6509315p","Aloys, ou Le religieux du mont Saint-Bernard Custine, Astolphe de (1790-1857) Gallica"
"Amis et Amiles. und Jourdains de Blaivies : zwei altfranzösische Heldengedichte des kerlingischen Sagenkreises / nach der Pariser Handschrift zum ersten Male herausgegeben von Dr Conrad Hofmann","","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6557539j","Amis et Amiles. und Jourdains de Blaivies : zwei altfranzösische Heldengedichte des kerlingischen Sagenkreises / nach der Pariser Handschrift zum ersten Male herausgegeben von Dr Conrad Hofmann  Gallica"
"Amour et devoir / par Mme Mathilde de Saint-Vidal","Saint-Vidal, Mathilde de (1849-1911)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6496122f","Amour et devoir / par Mme Mathilde de Saint-Vidal Saint-Vidal, Mathilde de (1849-1911) Gallica"
"Amour et devoir, par Mme Mathilde Grangier","Grangier, Mathilde (Mme)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k55425472","Amour et devoir, par Mme Mathilde Grangier Grangier, Mathilde (Mme) Gallica"
"Amour et finance / par Edmond Texier","Texier, Edmond Auguste (1815-1887)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k56235472","Amour et finance / par Edmond Texier Texier, Edmond Auguste (1815-1887) Gallica"
"Amour sans phrases","Le Roy, Albert (1856-1905)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6576903j","Amour sans phrases Le Roy, Albert (1856-1905) Gallica"
"Amélie Gex (1835-1883) : un poète savoyard : notes biographiques et correspondance / F. Vermale ; préface de F. Grange","Vermale, François (1876-1970)Gex, Amélie (1835-1883)","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k6574750w","Amélie Gex (1835-1883) : un poète savoyard : notes biographiques et correspondance / F. Vermale ; préface de F. Grange Vermale, François (1876-1970)Gex, Amélie (1835-1883) Gallica"
"Amélioration de l'espèce chevaline par des accouplements raisonnés... / par L. Alasonière,...","Alasonière, L.","","","Gallica","http://gallica.bnf.fr/ark:/12148/bpt6k65249892","Amélioration de l'espèce chevaline par des accouplements raisonnés... / par L. Alasonière,... Alasonière, L. Gallica"
